ave_train_loss,ave_temporal_loss,ave_freq_loss,mean_rmse_position,mean_rmse_velocity
1.1893965,0.59469829,1.1893965,0.3200973872559448,0.9858550996656454
0.27598211,0.13799108,0.27598211,0.1449236425862487,0.7298308972527594
0.06795707,0.03397855,0.06795707,0.13733967445434225,0.7040566122738984
0.01951979,0.0097599,0.01951979,0.12475996227859998,0.6696043407744009
0.01199388,0.00599694,0.01199388,0.11389358619461298,0.6192901075003298
0.0096121,0.00480605,0.0096121,0.10701814331850862,0.5578458854825036
0.00812652,0.00406326,0.00812652,0.0913068712020168,0.5038916132277298
0.00713472,0.00356736,0.00713472,0.08303965430125022,0.46799986981072816
0.00637473,0.00318736,0.00637473,0.07357551239983345,0.4251173782323377
0.00574515,0.00287257,0.00574515,0.06667757708865933,0.40360041777523137
0.00542022,0.00271011,0.00542022,0.06348738923800559,0.39448571532515797
0.00520621,0.00260311,0.00520621,0.06212877239918776,0.3883607488129691
0.00504936,0.00252468,0.00504936,0.060240023733242644,0.393176843892925
0.00476726,0.00238363,0.00476726,0.05534104769670875,0.3775196643047054
0.00471322,0.00235661,0.00471322,0.0557057582075905,0.3736792401817759
0.00457722,0.00228861,0.00457722,0.054850176820499114,0.3690711975615483
0.00435408,0.00217704,0.00435408,0.05446812577524079,0.3654605293647308
0.00423125,0.00211562,0.00423125,0.05283490322707253,0.36549289998262696
0.00416306,0.00208153,0.00416306,0.053095545212050434,0.3624766891328071
0.00398861,0.0019943,0.00398861,0.05225679518094909,0.3609528893589756
0.00432537,0.00216268,0.00432537,0.05140570212007045,0.36329456893712975
0.00386471,0.00193235,0.00386471,0.051520657350577925,0.3629206496479827
0.00373755,0.00186877,0.00373755,0.05106700589490012,0.358147895866736
0.00359213,0.00179606,0.00359213,0.048627592583472046,0.35794408207212647
0.00368302,0.00184151,0.00368302,0.05020712233783244,0.3592224888073267
0.00329645,0.00164822,0.00329645,0.04942223713634008,0.3580388389251659
0.00322308,0.00161154,0.00322308,0.049744521454764164,0.3575739788770459
0.00321668,0.00160834,0.00321668,0.04960138390839162,0.35669375322810454
0.00319376,0.00159688,0.00319376,0.04960624401372119,0.35663537549608326
0.00318279,0.0015914,0.00318279,0.049669426041442546,0.35643657658379624
0.00317904,0.00158952,0.00317904,0.04939712253185725,0.3560746980250321
0.00316098,0.00158049,0.00316098,0.04961148231114282,0.35622229348986817
0.00315424,0.00157712,0.00315424,0.04987856869037147,0.3561348553777777
0.00313855,0.00156927,0.00313855,0.04976266044236149,0.3561718417505691
0.00312899,0.0015645,0.00312899,0.049621936682506675,0.35574060664595897
0.00311865,0.00155932,0.00311865,0.0500882477609524,0.35618947234101744
0.00311126,0.00155563,0.00311126,0.04990298492204575,0.3559646369067468
0.00309339,0.0015467,0.00309339,0.049790974279410725,0.3562071151316017
0.00307973,0.00153986,0.00307973,0.05020661865782277,0.3558191641632226
0.00306898,0.00153449,0.00306898,0.049805044743101656,0.3557153496387799
