ave_train_loss,ave_temporal_loss,ave_freq_loss,mean_rmse_position,mean_rmse_velocity
2.63376062,0.65772997,2.63376062,0.18098639544391992,0.659484615322939
1.01579638,0.25420594,1.01579638,0.1693214195390918,0.6344729511129563
0.40526796,0.10168243,0.40526796,0.15729808399261483,0.553173495928487
0.12105458,0.0305834,0.12105458,0.13304723438793112,0.4708332380538045
0.03271776,0.00841841,0.03271776,0.12010998099746409,0.44670462502933633
0.01433235,0.0038052,0.01433235,0.10369762132761372,0.4267105729089198
0.01104598,0.00298855,0.01104598,0.09528629623078376,0.40977361680450824
0.01012696,0.00277099,0.01012696,0.08166138951061282,0.3908939206784365
0.00970788,0.00266248,0.00970788,0.07940696176399256,0.39329263976691936
0.00941367,0.00259266,0.00941367,0.07345408133972961,0.39069949085544825
0.0091834,0.00254206,0.0091834,0.06849698327397746,0.3866432033666938
0.00891759,0.0024815,0.00891759,0.06755838114141394,0.3785771415616448
0.00864215,0.00242241,0.00864215,0.06745325843824083,0.37570647895173553
0.0082705,0.00232302,0.0082705,0.06179747518377029,0.38444639098372424
0.00795743,0.00222771,0.00795743,0.06340658282279078,0.37592357059757114
0.00770926,0.00216585,0.00770926,0.06206420193584175,0.3893893795085926
0.00745362,0.00210354,0.00745362,0.05848310391496643,0.37404709704627415
0.00695336,0.00198891,0.00695336,0.0610670757871497,0.38409590810431676
0.00680968,0.00193222,0.00680968,0.057473950056650305,0.37691055520315253
0.00647523,0.00185556,0.00647523,0.05580508500058902,0.37758021230737
0.00607152,0.0017418,0.00607152,0.05670934155613742,0.3741522738087128
0.00628644,0.00180865,0.00628644,0.06138281094674911,0.390491068350739
0.00572886,0.00162979,0.00572886,0.05850948087084622,0.378658741268458
0.00545291,0.00158035,0.00545291,0.053891723040341045,0.37485881886307093
0.00590056,0.00167458,0.00590056,0.05902156980364557,0.36868789787716133
0.00468947,0.0013816,0.00468947,0.055630690517462965,0.37690398574567846
0.0045451,0.00133461,0.0045451,0.05549682660204198,0.3767176409971323
0.00448008,0.0013154,0.00448008,0.055356963893403346,0.3773757330276141
0.00444285,0.00130394,0.00444285,0.055146229190498046,0.37700695408493023
0.00440983,0.00129343,0.00440983,0.05540473629897524,0.3772307096652293
0.00437735,0.00128611,0.00437735,0.05521269808724528,0.3755804475011774
0.00435535,0.00127929,0.00435535,0.055247608534702286,0.37648836646619627
0.0043404,0.00127444,0.0043404,0.05524431842016075,0.3758340487031497
0.00431365,0.00126726,0.00431365,0.05549296129270476,0.3756139892684635
0.00541227,0.00164566,0.00541227,0.05524248705255929,0.37594207170948135
0.00427938,0.00126282,0.00427938,0.05535277562389013,0.37576739383113356
0.00423055,0.0012471,0.00423055,0.05450293385302341,0.37608429285974354
0.00420562,0.00123995,0.00420562,0.055089319430643886,0.3742967382925566
0.00418879,0.00123518,0.00418879,0.05486479228247703,0.37549563613793624
0.00416895,0.00122976,0.00416895,0.054728216191348225,0.37515191367985146
