ave_train_loss,ave_temporal_loss,ave_freq_loss,mean_rmse_position,mean_rmse_velocity
2.69683759,0.67147387,2.69683759,0.30983036325814123,0.8747742672515723
1.12621362,0.28163984,1.12621362,0.16366412339597922,0.6820981574108276
0.46951166,0.11765812,0.46951166,0.15362762294310986,0.6559377424218045
0.15227013,0.03862534,0.15227013,0.1470501911608008,0.592746220628447
0.04603492,0.01189545,0.04603492,0.1391772472680752,0.5224946900930015
0.01873009,0.00494142,0.01873009,0.1255015901464323,0.46169855668476223
0.01236347,0.00331644,0.01236347,0.1177599509374301,0.43936070362204893
0.01128104,0.00305559,0.01128104,0.10849290379212506,0.4123041519783189
0.01067225,0.00290739,0.01067225,0.10286787273368568,0.3987057426083439
0.01021452,0.00280151,0.01021452,0.09470419045642653,0.38857518513797334
0.00991687,0.00272494,0.00991687,0.09107321406035358,0.3753562492764864
0.00966455,0.00266484,0.00966455,0.08960299660477059,0.37316327001806365
0.00941928,0.0026007,0.00941928,0.08693760903301537,0.36932297416899146
0.00920641,0.00255528,0.00920641,0.08120843794540192,0.36474540934653804
0.00892788,0.00248333,0.00892788,0.07778111627247666,0.3604384810035904
0.00874283,0.0024419,0.00874283,0.07885610103515933,0.3593641428283538
0.00863669,0.00241311,0.00863669,0.0724763812033545,0.3600454394559831
0.00844768,0.00237236,0.00844768,0.07198981801914514,0.35627477988689166
0.00873224,0.00243655,0.00873224,0.0673072613452665,0.3529258842083893
0.00810179,0.00228237,0.00810179,0.0683302787254139,0.3489467338839246
0.00768253,0.0021753,0.00768253,0.06697601260388694,0.3518563910883463
0.00722648,0.00205987,0.00722648,0.06683584397653977,0.3491025889767763
0.00710202,0.00201908,0.00710202,0.06062717505120591,0.34206269962647196
0.00780012,0.00218067,0.00780012,0.06516572514947237,0.3490691986728307
0.00686352,0.00196313,0.00686352,0.05981497045154582,0.3425073209896903
0.00630145,0.00181819,0.00630145,0.06090324918236941,0.3413885180579064
0.00621892,0.00179434,0.00621892,0.06091706698558166,0.34178529810600145
0.00618646,0.00178529,0.00618646,0.06106788978892259,0.3412060600651646
0.00617218,0.00178119,0.00617218,0.06088300484605989,0.3415117939118222
0.00615132,0.00177551,0.00615132,0.061324324513898666,0.34192392145195044
0.00613295,0.00177151,0.00613295,0.06060647923772248,0.34144502661161025
0.0061134,0.00176486,0.0061134,0.06081217989310477,0.34178360697561627
0.00610422,0.00176231,0.00610422,0.06037935451565346,0.34065298196455185
0.00607457,0.00175574,0.00607457,0.06058161691378588,0.3412396520968768
0.00605547,0.00174999,0.00605547,0.06014335800622459,0.34100601013684095
0.00604218,0.00174587,0.00604218,0.059988971807922856,0.34033155156197076
0.00602522,0.00174169,0.00602522,0.0598300879775001,0.3400030678434347
0.00600646,0.00173786,0.00600646,0.0597167061508621,0.3401564347356526
0.00597596,0.00172879,0.00597596,0.05983660208382348,0.3402231641830125
0.00596322,0.00172567,0.00596322,0.05958076964763248,0.34085252822724826
