ave_train_loss,ave_temporal_loss,ave_freq_loss,mean_rmse_position,mean_rmse_velocity
6.81915089,0.85511837,6.81915089,0.2067636236353394,0.7372607864905638
3.93098315,0.49175659,3.93098315,0.16563689678619903,0.650724985846788
2.35146322,0.29448315,2.35146322,0.1456488838217934,0.6058678996929098
1.20511422,0.15123325,1.20511422,0.12667401115524982,0.5487906282966101
0.50325528,0.06353528,0.50325528,0.10143984861825281,0.47412695858160225
0.17369373,0.02230959,0.17369373,0.08571089474050356,0.43555117408629307
0.05805574,0.00780209,0.05805574,0.08150729486856213,0.4317987804596263
0.02619207,0.0038115,0.02619207,0.07452433933512491,0.4083386566763821
0.0196957,0.00300684,0.0196957,0.06872917899965728,0.4086768383398245
0.01783222,0.00276674,0.01783222,0.06806447422146916,0.40009433349475426
0.01730609,0.0026917,0.01730609,0.06280480340075534,0.3939559879717841
0.01722167,0.00268769,0.01722167,0.05720625230539535,0.39006264848396976
0.01656083,0.00259883,0.01656083,0.059737523606574465,0.38884299980360254
0.01606811,0.00254498,0.01606811,0.05542246242098943,0.3817486716126902
0.01830789,0.00277126,0.01830789,0.05676558266751204,0.3797129871086146
0.01508007,0.00243251,0.01508007,0.053245321444512606,0.37303912132254097
0.01412313,0.00228263,0.01412313,0.052791054921323494,0.36699264362063916
0.01351952,0.0021912,0.01351952,0.06134115522221341,0.3650266872604158
0.02508527,0.00395182,0.02508527,0.05161067271856861,0.37028880164631695
0.01761308,0.00250662,0.01761308,0.04764777779835245,0.36474484138537616
0.01170763,0.00187532,0.01170763,0.04947282440277858,0.3612416030633598
0.01061273,0.0017023,0.01061273,0.045402675130669624,0.36417888026062945
0.01005719,0.00162528,0.01005719,0.04563738254404259,0.355882087267383
0.00960552,0.00154375,0.00960552,0.0433671220234877,0.3547937599829074
0.00909157,0.00147102,0.00909157,0.04698167118742466,0.35247142279135957
0.0083682,0.00137009,0.0083682,0.04538043304612608,0.3517289845885669
0.00804674,0.00132389,0.00804674,0.04537508946439348,0.35158009871391854
0.00798106,0.00131465,0.00798106,0.04429498444070663,0.35137904770527945
0.00793042,0.00130385,0.00793042,0.04454152084714298,0.35202985705556744
0.00790861,0.00129987,0.00790861,0.044411370602222104,0.3504151866107847
0.00786321,0.00129641,0.00786321,0.04437614952581236,0.3512208952850851
0.00782505,0.00128775,0.00782505,0.04412889529797097,0.3512665745997209
0.00778387,0.00128178,0.00778387,0.04393297854053908,0.34987837488385104
0.0077503,0.00127589,0.0077503,0.043983510023707255,0.35029139671260073
0.00771923,0.00127432,0.00771923,0.044176484206743,0.35011810040646635
0.00767782,0.00126306,0.00767782,0.044125088872925544,0.35061571459421265
0.00763107,0.00125871,0.00763107,0.04363257516583432,0.3505035840937597
0.00759543,0.00125361,0.00759543,0.04308731812995197,0.3495512631893948
0.0075542,0.00124601,0.0075542,0.04377946133584557,0.35029351652739044
0.00752209,0.00124465,0.00752209,0.04376686837331614,0.3490678780018913
